date,from,to,nonce,amount,currency,tx_hash
2020-08-09T09:42:51Z,0x2De055fec2b826ed4A7478CeDDBefF82C1EdFA70,0x5dbcF33D8c2E976c6b560249878e6F1491Bca25c,,33400509.362502048894265308,yDAI+yUSDC+yUSDT+yTUSD,0xa93f21e51e20575300ccdef6df7441e1d51318d4de514f552ed58f6bf3216b4c
2020-08-11T20:12:29Z,ychad.eth,0xB522a9f781924eD250A11C54105E51840B138AdD,6,0,ETH,0xdc2d383dd57e3e7b9242534b67fb1ee87d4340ed37faae3c4103ea0b5b94584b
2020-08-13T11:21:53Z,0xb99a40fcE04cb740EB79fC04976CA15aF69AaaaE,ychad.eth,,68854.712576267883277864,yDAI+yUSDC+yUSDT+yTUSD,0x273442da63f1734694711fc39c752fa0901fa2a90f9cba5909d1d4f8fadc7051
2020-08-14T08:12:02Z,0xb99a40fcE04cb740EB79fC04976CA15aF69AaaaE,ychad.eth,,70421.776218813929559276,yDAI+yUSDC+yUSDT+yTUSD,0x438043c5175e0f29303822e0d1ddeb6371d8f07476a1aa44ec6de42e479d67af
2020-08-14T15:54:35Z,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,7,0,ETH,0xbd0182686bb89319287576889eacded49e12c920f65935e1aa3379117a8ef4be
2020-08-14T15:54:35Z,0x3A22dF48d84957F907e67F4313E3D43179040d6E,ychad.eth,,891.328223807027116008,BAL,0xbd0182686bb89319287576889eacded49e12c920f65935e1aa3379117a8ef4be
2020-08-15T04:23:58Z,0xb99a40fcE04cb740EB79fC04976CA15aF69AaaaE,ychad.eth,,28024.958217772416064827,yDAI+yUSDC+yUSDT+yTUSD,0x7c26bd990356f915b4a93e62d7a132fe326199a18c6d3fecd6b1f6a65631c48e
2020-08-15T08:58:38Z,ychad.eth,0x8D29bE29923b68abfDD21e541b9374737B49cdAD,8,0,ETH,0xba1eecc7f0359c98c31bd50e5b1538165224941a064e9c7d003e5702787b70b2
2020-08-15T08:58:38Z,ychad.eth,0x5dbcF33D8c2E976c6b560249878e6F1491Bca25c,,167301.447012854228901967,yDAI+yUSDC+yUSDT+yTUSD,0xba1eecc7f0359c98c31bd50e5b1538165224941a064e9c7d003e5702787b70b2
2020-08-15T08:58:38Z,0x0000000000000000000000000000000000000000,ychad.eth,,161669.014012767353748318,yyDAI+yUSDC+yUSDT+yTUSD,0xba1eecc7f0359c98c31bd50e5b1538165224941a064e9c7d003e5702787b70b2
2020-08-15T12:22:18Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,1.680840997491515529,DAI,0x09e941c8112501e0aa09558d93a211e711312b5e6a9ab057a9869cf4d46ca7d2
2020-08-15T12:23:50Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,52.995899042219518928,yDAI+yUSDC+yUSDT+yTUSD,0x849b603609726e415c3e8d70eac33ad93137d10d8617eda417844ae9211e50e2
2020-08-15T12:58:02Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,0.102699,USDT,0x939660735a1dcdd032e5ceda63ce5335d9982b7813046bcce5c32e5acb6d0d3b
2020-08-15T12:58:46Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,528.594640857197152543,yDAI+yUSDC+yUSDT+yTUSD,0x3698945a8a8d306056db7374679863fdff46a909456a6540708328b1831d2ded
2020-08-15T13:16:16Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,38.169328611220703467,DAI,0x62ccfc456e031b18fa07264e848779d8b358bc81a3ea57165aba2850eebe4b86
2020-08-15T13:27:39Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,518.596483384195580705,yDAI+yUSDC+yUSDT+yTUSD,0x8c7b322a0919f03be228618d7366e18c5d0e3a60a387b14594529df217b5f0d2
2020-08-15T13:40:51Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,299.765297152544795826,yDAI+yUSDC+yUSDT+yTUSD,0x9865594e9f2cf935e2ea90bdfb0d19e24648e75f43defe72e58c2ea057f1ff2f
2020-08-15T14:17:26Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,282.078661312378433701,yDAI+yUSDC+yUSDT+yTUSD,0xc2538911cf7d873b8e0afd6cee556aa35e7b6b5bbf2b283d1002e0088df97c55
2020-08-15T14:17:26Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,21.840121,USDC,0x4653f49e087fcbfb7d149737b6e02def2a513a383080ba89620a8445624e883b
2020-08-15T14:18:31Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,1.078210892206614559,DAI,0xb45529b9561671b89da4e298fcb02e02467b43ca1f6f50ced8cb1d52e8418e82
2020-08-15T14:20:03Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,0.161734,USDT,0x10854dd94717c63da8f9aff1aa4ab25c1412050c07c4a5c071c69fcb58ae3ae0
2020-08-15T14:53:20Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,274.135963351247308872,yDAI+yUSDC+yUSDT+yTUSD,0xec31d24ebfeebb1b0e004862e682ac52099e185b41882059be1fb24ae5dfa3ed
2020-08-15T15:26:19Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,428.965934,USDC,0xaa26063a4c772485fda9bae3984bc6c389a1a4f623aa222bed6e5d7a42a32673
2020-08-15T15:37:28Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,3.413309,USDC,0x90958e248836da1583154ef1d3cdc92f1cd7afb756b49d65cf82d54b62c48f9c
2020-08-15T15:44:07Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,328.667761404626406459,yDAI+yUSDC+yUSDT+yTUSD,0x87de76c252e9ebb59b61e6932d7dfe8bf747b4b6a7c37a5f6dd817cc976c192a
2020-08-15T15:54:13Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,14.996866181417841262,yDAI+yUSDC+yUSDT+yTUSD,0xf3b1619203697921ecb49887ada08e0c37b350c49f8ac9d6250bd0ea202d12ff
2020-08-15T16:10:23Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,12.24857924563173528,yDAI+yUSDC+yUSDT+yTUSD,0x0304d33b99763120be1d3ebc8bdfa178d427e2d5c96930f021b898ef569f4bef
2020-08-15T16:29:57Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,337.633940860406838477,yDAI+yUSDC+yUSDT+yTUSD,0xef219df267bd637902ca27f1e159dd84f379b0f5de2c3cb24f04ad2f64850442
2020-08-15T16:47:10Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,20.074671,USDC,0x2bfb93b6a3c02977107e1bd0eef5a8c33aed30e26ec11e7eee29d1c37b8a3107
2020-08-15T16:47:10Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,132.155616345267569504,yDAI+yUSDC+yUSDT+yTUSD,0x70ae99796aaa8fce5c6770c20514c4d4aa0a720e606bb48d64d46efda901b051
2020-08-15T17:43:26Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,402.923875442414202177,yDAI+yUSDC+yUSDT+yTUSD,0x18c5ddf29766aa786efcf18929a7ea87c71a1eedf4a74d3c1283f4f8c5543c28
2020-08-15T19:01:45Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,15.122919,USDC,0xb23f4de62427e2d39a95d07ba2798b142758d3f3414a69efed4b01869d4665c2
2020-08-15T20:48:10Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,1135.966581647981565335,yDAI+yUSDC+yUSDT+yTUSD,0x9f6f92905d2d7fef2919b2ae87aa0b07c0b72351c34bd15e838ae4cd0c564031
2020-08-15T21:48:12Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,1259.137262,USDC,0x08f0446de698f0cc72c77de8a61679b496f2b7816701fade3b1fbeaaac71034e
2020-08-15T21:48:12Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,2.503651,USDC,0xb7bed0a179e7ea34736aff3868f972052d80cb070065c82a77db440a72a81036
2020-08-15T21:52:22Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,75.171385,USDC,0x3057fe92735758464f949a9951d3cb99ed7847cbd5ae0497a2354bf2d3ea8091
2020-08-15T22:31:55Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,100.733727,USDC,0xf0eebbb5c6e2553ea799b63ab32df852d6faa9cf6b2d7919667b7341696ce1ae
2020-08-16T00:02:06Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,2.457107,USDC,0xdaed1d14408f6ff9822ab5b5b1c694d76d198ccac3980549b388921a57ca6ecd
2020-08-16T01:48:30Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,1450.544516694418128281,yDAI+yUSDC+yUSDT+yTUSD,0x0f5fe0d558da77e6905f63cec3c4a8cdb4fa0ce14499535267886da39d2c131c
2020-08-16T02:11:09Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,74.595393,USDC,0xf0a5209d3a5008140de4eb02f3d8f77ea5c5d466eac831196cfebe650de11f89
2020-08-16T02:11:21Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,5.621998169472560682,DAI,0x69d53fc74367f2d7288e12f8d0d80008dd6fea587c595f99cdf5f4efd47155de
2020-08-16T02:11:36Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,91.972129267503518695,yDAI+yUSDC+yUSDT+yTUSD,0xbfde471bb7bd0c83c154494169dce9417da737189efb13d7b39ee1b671c6f6d5
2020-08-16T02:12:13Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,1.93288,USDT,0xff2d7d57efff2d70bf3b2c7ae01aac9b13a16cf96dc38ec86fb0325370f04541
2020-08-16T02:40:40Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,84.125908,USDT,0xa1a0df16a80ed76554a7cb6decbcd6da5f76d92e1e9654bc421bec56f65a1cf2
2020-08-16T02:41:37Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,276.249642518126588271,yDAI+yUSDC+yUSDT+yTUSD,0x70f39d4a552bbb3d56582d4e9f927237389bb45c6c083d46051ff05ad8bbdfec
2020-08-16T03:26:49Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,238.049489211736625674,yDAI+yUSDC+yUSDT+yTUSD,0x702a20c1b25cd3d3d713144e31533f68985ddc8a8babc4e1a21b67d38322362d
2020-08-16T03:32:27Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,232.065387,USDC,0x1f5d4885ff68f552042aac4b4365c91147adabceda28df49272b4b352bfb3eb4
2020-08-16T03:45:31Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,6.662497,USDC,0xacc1f51722cbfe756b3049210981a59e1e9307686ae951fd05598bfcd9210032
2020-08-16T03:51:57Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,52.670678,USDC,0x7cdb1c69b3a804dd14a73095d45213be0ff1e7f9dda2a5f33383e2b26ab84fe5
2020-08-16T03:58:53Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,183.637662102735320657,yDAI+yUSDC+yUSDT+yTUSD,0xc5c8e06771223537bd92b45cb80f67d44aa45e83fdda44704dc376268946b6b7
2020-08-16T05:02:47Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,22.123543,USDC,0x5a136a260602405cb9b7b34ffac2ef6dc6a477232dfb3c59d793fe31e56013ca
2020-08-16T05:02:47Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,407.20475700505249325,yDAI+yUSDC+yUSDT+yTUSD,0x42b4fa6527c5e312feb2edb229cf0bb3336bcbd4cc61118c00227138b560ae7c
2020-08-16T05:43:35Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,244.417665367768305695,yDAI+yUSDC+yUSDT+yTUSD,0xa5a8907cae188a34e6820130d982810324cffce895235bbc11e2a670cb427d76
2020-08-16T05:43:51Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,4.344163412226477514,DAI,0x4e59103804f1399f1219aceddefb20865a25672afd0b91839ac90da1d730113e
2020-08-16T06:08:11Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,8.447617,USDC,0x9f5d0f0ef1fbb331841d2d6c012ce345510bae2ab9f6ebe8484fc7473f56e541
2020-08-16T06:09:46Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,163.300175240905584583,yDAI+yUSDC+yUSDT+yTUSD,0x1d0e4a093dfbd6c97e6a7759242a7e591e9e9aa3bc85ca203558de6fbe7e672e
2020-08-16T06:09:46Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,0.631854,USDT,0xd794ee35d6bf29cfdf7796afcbcf87b08c355c09cb953d046173a28574dd51c1
2020-08-16T06:47:52Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,235.256544808170652877,yDAI+yUSDC+yUSDT+yTUSD,0xbb4c80223022dfad0827afd0f33960a59f9dfa104d24afa669d8ad680d0ea194
2020-08-16T06:49:25Z,0xb99a40fcE04cb740EB79fC04976CA15aF69AaaaE,ychad.eth,,3384.291324479815660019,yDAI+yUSDC+yUSDT+yTUSD,0x46fa6665a8c62f213eead1fb7fe4c4b71ecacee4fa5a58de118db8124f764b42
2020-08-16T07:12:19Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,146.558859992568632066,yDAI+yUSDC+yUSDT+yTUSD,0x596cc1d97a7cadd4f7f9c8f1414e7154edc61ea61ca0db7ef284f419c2943d76
2020-08-16T07:38:22Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,11.608973,USDC,0xa6e25095b84127226c20026e8b2b5dadae6849f6d5121785d148e77809f60db8
2020-08-16T07:39:25Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,6.11384153329922585,DAI,0x718ab2d417ecc95c70abf1cf8dc53041f1f8f20c29f06f67c45ab6fb01c7273b
2020-08-16T07:39:25Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,162.155381730332695055,yDAI+yUSDC+yUSDT+yTUSD,0x9d90a9cf08dd03e09566e4e415ffd272cfe1be41bc85249e544de7c4a6ff5ee9
2020-08-16T08:09:21Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,182.039296420623854955,yDAI+yUSDC+yUSDT+yTUSD,0x6a60e2491d16a6e8dc498ac1d233829d633a82128d3b9f140cca975005b52196
2020-08-16T08:30:28Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,124.824081400426934591,yDAI+yUSDC+yUSDT+yTUSD,0x29b08eaf2219899ad1a5711878198c5b3474bcb5ebaed61008b67bd98ba3de9a
2020-08-16T08:32:05Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,593.022417020128189907,yDAI+yUSDC+yUSDT+yTUSD,0xaa771a5566fba96e1987b7e9cb3eb49900fd2e8e472be8ef96296c88d201cf13
2020-08-16T08:39:14Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,108.891860908193244966,yDAI+yUSDC+yUSDT+yTUSD,0xdc89c21b2f342af799fd7f781424bc6d892c480fdd1a49c3c79b25c2a3696a60
2020-08-16T09:41:42Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,17.131242,USDC,0x6834e9eb6f636271a2714266af8bc089e44f5e79bac82a58e2628612cd49b75f
2020-08-16T09:42:05Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,423.013391529214416265,yDAI+yUSDC+yUSDT+yTUSD,0xd536fb515a736e0c1a4737dfff144c2e47c77ec9f57c0844930cfaa145fccd91
2020-08-16T09:42:15Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,6.562530095205996663,DAI,0x09e15558546ea6a48867f7d086c28655635f2208853a762de6a69f8cc772e34e
2020-08-16T09:42:44Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,0.541025,USDT,0xc7eb4b6cd703f042a1842ed313e831a4b0ab1d03a32ee5c174962346dd0d516e
2020-08-16T10:34:49Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,317.78533874687652198,yDAI+yUSDC+yUSDT+yTUSD,0x75229ab7218ea11708f7c7687afe7d3afe1a0de10b6378e99a23a0cf3949e955
2020-08-16T11:46:27Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,0.182576,USDT,0x59730c9d319e86c6908e79fa25f79913e77650557678e8b03d561b773d662c8e
2020-08-16T11:46:27Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,6.737489794993640474,DAI,0xdaae8562dfcc5079ff73dea2963c28103923f95cc5aef00975f44faeccc763e0
2020-08-16T11:46:27Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,417.750685410338405015,yDAI+yUSDC+yUSDT+yTUSD,0x7be997315cfbec82ad5df8872add654874ac54e18ec0b15ccbb574b7d1d5e829
2020-08-16T11:46:27Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,17.640625,USDC,0xdb6cf69d735d16201ae7d50299d77c35569378987393ec1c99bad4b3a3d609b4
2020-08-16T12:38:41Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,16.003697282706574185,yDAI+yUSDC+yUSDT+yTUSD,0xd0d0f701427eff2c7fa627047af01f3085c7ae64c2c5bc0ae2d61cafa065eb58
2020-08-16T12:39:47Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,0.520752700088382965,yDAI+yUSDC+yUSDT+yTUSD,0x361f01c674231a3ac0f15b62015e0f4887402e6dca1ea93231870d756e5c4774
2020-08-16T12:53:00Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,397.643606088346176968,yDAI+yUSDC+yUSDT+yTUSD,0x282f79210214e1d1bfc415f84c7bcfc185cbc4370a7e7b48917fffbfda13ce5a
2020-08-16T12:53:00Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,9.412062,USDC,0xaec64f48e70739c78420e08213eb5257de22042433f7fcd26996be19eb7eee8f
2020-08-16T13:09:28Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,469.944175398676373557,yDAI+yUSDC+yUSDT+yTUSD,0xd535df75d6adcf2014b1d9c348183d3c0d07f1fc24b528fe824c10d0eb55e6db
2020-08-16T13:26:47Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,201.919324402440162367,yDAI+yUSDC+yUSDT+yTUSD,0xed31389831f768bcdb8135b1315d587bb3ae1d80f11c86c46d73c4ab5ffdd6d5
2020-08-16T13:28:07Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,211.493444343697692554,yDAI+yUSDC+yUSDT+yTUSD,0xc6f78d7d2a8f57b94a789bc3c005a175a6b6f3af695f351586db21f46879f02f
2020-08-16T14:03:45Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,210.398191317608186719,yDAI+yUSDC+yUSDT+yTUSD,0x8dac7c490d24c327eaaf8aca34a4634fdd58181c128ac8fcd5dd658a71750faa
2020-08-16T14:13:57Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,1447.40281816652967601,yDAI+yUSDC+yUSDT+yTUSD,0x28a1979bff3366a65aa77dffdde5126093ba6bb09fecf29a784a573267c71650
2020-08-16T14:28:38Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,147.646521797423298757,yDAI+yUSDC+yUSDT+yTUSD,0xcedd57b4374272105f92da807bd8e4dc1eea4eddcc9ff353b30cbad4ff627254
2020-08-16T14:43:13Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,84.885343848959894733,yDAI+yUSDC+yUSDT+yTUSD,0xaf960de9ff2fbd8e70a7d4b82d30bd9c49de37eba4d38c832f9df4e116ad0feb
2020-08-16T15:07:57Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,0.290802,USDT,0xd9c0743d0446c7e19e83738925b8b76fcb2e9a7dd632d6137ba02307ab083cc1
2020-08-16T15:07:57Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,11.382763628624207175,DAI,0x8d25f5c783ba1072cb184063b31f24d328d69eb22b37ab39f9d185174f61b341
2020-08-16T15:07:57Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,147.504519548200351457,yDAI+yUSDC+yUSDT+yTUSD,0x624c79799d3a733aff20f927b7d0c8a831ab3e5b3cdc9c7bae17ceef2a338da1
2020-08-16T15:07:57Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,19.959598,USDC,0x7674fecdf3ab03d8f67db57d052ca5ca51cf62cafd1cf6df724b623b4aac9285
2020-08-16T15:37:51Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,179.398190955139177816,yDAI+yUSDC+yUSDT+yTUSD,0x1273d45ba7de3c384d44ad3f633daa79fdda49d6e21d069895d1e06944d2dadf
2020-08-16T16:21:37Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,280.474449009402488849,yDAI+yUSDC+yUSDT+yTUSD,0x610a17d09f886bec10615da6486fba96d9f5ac0fd05c1d23b341b381f0ca34d0
2020-08-16T16:36:40Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,1797.043913566318408355,yDAI+yUSDC+yUSDT+yTUSD,0xb0a2676e7f320f3354607aa17f5ed77a1811525a68237f60262328a2539f4264
2020-08-16T16:38:02Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,87.027828740312704031,yDAI+yUSDC+yUSDT+yTUSD,0xc3e547e8c5c0748a4328a0a937938817af2a8c197f831d562d38b528a1a0aef8
2020-08-16T16:38:18Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,5045.060565108166706672,yDAI+yUSDC+yUSDT+yTUSD,0xa643b2da344f5706db61a4ed305bf392b0df01d70e850fc355688474d406d5a0
2020-08-16T16:57:21Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,16.865428,USDC,0x228eeab05097ddd903f851a00cc930feeda14bd080fae15373e270af3de6429c
2020-08-16T16:58:16Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,0.16004,USDT,0x4a3d45398410f6a663e47af4b71bd1fcd16e8f3224906c4ccd6fffcde554c0f7
2020-08-16T16:58:16Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,6.512356739390975667,DAI,0xb97d801b9c0c96aaca496414b755eeadfcd0b673cb55b5e0c96d80d8a0f20e1c
2020-08-16T16:58:16Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,237.20721382320094228,yDAI+yUSDC+yUSDT+yTUSD,0x47b62a304d2d7d6935ede1925d3b9b3e6db57729b1a0130d3e40618ebdb636bc
2020-08-16T20:14:35Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,1114.096590073132585209,yDAI+yUSDC+yUSDT+yTUSD,0xcf0651ad2bb88e7cd221431594eb4a73daebbddfb365113e0dc45958e228a515
2020-08-17T00:44:11Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,1296.574323901572611226,yDAI+yUSDC+yUSDT+yTUSD,0x7f67fef481c008d850224ad46c7359d36dd7f30bf705b0985b7f145efbf24aab
2020-08-17T00:48:07Z,0xd643cf07344428770b84973e049A1c18B5d47edE,ychad.eth,,27.102056783451766266,DAI,0xb300abe75715631c559ec01556a9ba2d7a88ae7bac9799144f2185642569a7d3
2020-08-17T00:48:07Z,0x787C771035bDE631391ced5C083db424A4A64bD8,ychad.eth,,0.654652,USDT,0xf6b74ee0bf286b97471b6e0f1467c24fd506e3c0af1d684ecbb1e3ea98dea2cb
2020-08-17T00:48:07Z,0xA30d1D98C502378ad61Fe71BcDc3a808CF60b897,ychad.eth,,71.514317,USDC,0x105adab5869802c125772389483c4b0b6273a682612d550b27491e160185ebe7
2020-08-17T01:13:38Z,0xa069E33994DcC24928D99f4BBEDa83AAeF00B5f3,ychad.eth,,157.792632194022805386,yDAI+yUSDC+yUSDT+yTUSD,0x51e7e99fd2f6da0ced1d782f5ee14800deab8b28f9294c34c63bfc6d12f67391
